"SDOH Category","Resource","Resource Element","Code System","Code","Description","Grouping","Definition","Is Panel Code","Is Multiselect"
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-32","Education about Vocational Rehab Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-81","Education about Volunteer Driver Program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-67","Education about weatherization program","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-32","Education about Weatherization programs","Education","Procedure that is synonymous with those activities such as teaching, demonstration, instruction, explanation, and advice that aim to increase knowledge and skills, change behaviors, assist coping and increase adherence to treatment.","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Evaluation of eligibility for Benefit Enrollment Assistance Programs","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-71","Evaluation of eligibility for Bike-Share Program","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-95","Evaluation of eligibility for Car Repair Program","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-75","Evaluation of eligibility for Car-Share Program","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Evaluation of eligibility for Cash Assistance Program for Immigrants (CAPI)","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-69","Evaluation of eligibility for Cash Assistance Program for Immigrants (CAPI)","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-45","Evaluation of eligibility for Cash Assistance Program for Immigrants (CAPI)","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Evaluation of eligibility for Child Care Assistance Program","Evaluation of eligiblity","Process of determining eligibility by evaluating evidence","",""
